EbN0_dB,N_frames,N_errors,FER
0.0,30,30,1.0
0.5,38,30,0.7894736842105263
1.0,38,30,0.7894736842105263
1.5,41,30,0.7317073170731707
2.0,55,30,0.5454545454545454
2.5,66,30,0.45454545454545453
3.0,117,30,0.2564102564102564
3.5,153,30,0.19607843137254902
4.0,166,30,0.18072289156626506
