EbN0_dB,N_frames,N_errors,FER
0.0,33,30,0.9090909090909091
0.5,34,30,0.8823529411764706
1.0,35,30,0.8571428571428571
1.5,41,30,0.7317073170731707
2.0,49,30,0.6122448979591837
