EbN0_dB,N_frames,N_errors,FER
0.5,33,30,0.9090909090909091
1.0,36,30,0.8333333333333334
1.5,39,30,0.7692307692307693
2.0,49,30,0.6122448979591837
2.5,64,30,0.46875
3.0,94,30,0.3191489361702128
3.5,123,30,0.24390243902439024
4.0,239,30,0.12552301255230125
4.5,303,30,0.09900990099009901
5.0,633,30,0.04739336492890995
5.5,1678,30,0.017878426698450536
