EbN0_dB,N_frames,N_errors,FER
0.0,32,30,0.9375
0.5,35,30,0.8571428571428571
1.0,32,30,0.9375
1.5,37,30,0.8108108108108109
2.0,48,30,0.625
2.5,57,30,0.5263157894736842
3.0,84,30,0.35714285714285715
3.5,145,30,0.20689655172413793
4.0,164,30,0.18292682926829268
