EbN0_dB,N_frames,N_errors,FER
1.0,32,30,0.9375
1.5,35,30,0.8571428571428571
2.0,44,30,0.6818181818181818
2.5,49,30,0.6122448979591837
3.0,80,30,0.375
3.5,186,30,0.16129032258064516
4.0,417,30,0.07194244604316546
4.5,1188,30,0.025252525252525252
5.0,4639,30,0.006466910972192283
5.5,19316,30,0.0015531165872851522
