EbN0_dB,N_frames,N_errors,FER
0.0,11,10,0.9090909090909091
0.5,11,10,0.9090909090909091
1.0,14,10,0.7142857142857143
1.5,13,10,0.7692307692307693
2.0,19,10,0.5263157894736842
2.5,24,10,0.4166666666666667
3.0,24,10,0.4166666666666667
3.5,87,10,0.11494252873563218
4.0,130,10,0.07692307692307693
