EbN0_dB,N_frames,N_errors,FER
0.0,11,10,0.9090909090909091
0.5,11,10,0.9090909090909091
1.0,11,10,0.9090909090909091
1.5,13,10,0.7692307692307693
2.0,16,10,0.625
2.5,13,10,0.7692307692307693
3.0,25,10,0.4
3.5,32,10,0.3125
4.0,33,10,0.30303030303030304
