EbN0_dB,N_frames,N_errors,FER
0.0,10,10,1.0
0.5,10,10,1.0
1.0,10,10,1.0
1.5,16,10,0.625
2.0,18,10,0.5555555555555556
2.5,19,10,0.5263157894736842
3.0,27,10,0.37037037037037035
3.5,46,10,0.21739130434782608
4.0,132,10,0.07575757575757576
