EbN0_dB,N_frames,N_errors,FER
0.0,>=stop_errors,732,0.7317073170731707
0.5,>=stop_errors,625,0.625
1.0,>=stop_errors,380,0.379746835443038
1.5,>=stop_errors,263,0.2631578947368421
2.0,>=stop_errors,107,0.10714285714285714
2.5,>=stop_errors,51,0.051194539249146756
3.0,>=stop_errors,20,0.019880715705765408
