EbN0_dB,N_frames,N_errors,FER
0.5,>=stop_errors,588,0.5882352941176471
1.0,>=stop_errors,435,0.43478260869565216
1.5,>=stop_errors,229,0.22900763358778625
2.0,>=stop_errors,142,0.14150943396226415
2.5,>=stop_errors,62,0.06198347107438017
3.0,>=stop_errors,24,0.023923444976076555
3.5,>=stop_errors,11,0.010660980810234541
4.0,>=stop_errors,3,0.002926829268292683
