EbN0_dB,N_frames,N_errors,FER
0.5,32,30,0.9375
1.0,39,30,0.7692307692307693
1.5,36,30,0.8333333333333334
2.0,40,30,0.75
2.5,48,30,0.625
3.0,58,30,0.5172413793103449
3.5,97,30,0.30927835051546393
4.0,167,30,0.17964071856287425
4.5,264,30,0.11363636363636363
5.0,685,30,0.043795620437956206
5.5,2170,30,0.013824884792626729
