EbN0_dB,N_frames,N_errors,FER
0.0,32,30,0.9375
0.5,35,30,0.8571428571428571
1.0,33,30,0.9090909090909091
1.5,38,30,0.7894736842105263
2.0,56,30,0.5357142857142857
2.5,71,30,0.4225352112676056
3.0,148,30,0.20270270270270271
3.5,286,30,0.1048951048951049
4.0,803,30,0.037359900373599
