EbN0_dB,N_frames,N_errors,FER
0.0,30,30,1.0
0.5,36,30,0.8333333333333334
1.0,37,30,0.8108108108108109
1.5,42,30,0.7142857142857143
2.0,45,30,0.6666666666666666
2.5,60,30,0.5
3.0,92,30,0.32608695652173914
3.5,152,30,0.19736842105263158
4.0,393,30,0.07633587786259542
