EbN0_dB,N_frames,N_errors,FER
0.5,33,30,0.9090909090909091
1.0,47,30,0.6382978723404256
1.5,53,30,0.5660377358490566
2.0,67,30,0.44776119402985076
2.5,114,30,0.2631578947368421
3.0,187,30,0.16042780748663102
3.5,387,30,0.07751937984496124
4.0,949,30,0.03161222339304531
4.5,3742,30,0.008017103153393906
5.0,14295,30,0.002098635886673662
